alert_id,header,agency,date,routes_gold,routes_llm,routes_correct,routes_missed,routes_extra,directions_gold,directions_llm,directions_correct,directions_missed,directions_extra,relations_gold,relations_llm,relations_correct,relations_missed,relations_extra,has_route_error,has_direction_error,has_relation_error
15422,"There are delays and multiple impacts in N, Q, R and W train service while we get FDNY assistance for reports of smoke in the 60 St tube.

Northbound N and W trains are stopping along the Q line from 57 St - 7 Av to 96 St.

Some northbound N trains will end at Atlantic Av - Barclays Ctr. 

Some northbound R trains are stopping along the D line from DeKalb Av to 47-50 Sts - Rockefeller Ctr then via the M line to Queens Plaza.

Some northbound R trains are stopping along the Q line from 57 St - 7 Av to Lexington Av/63 St then via the F line to 36 St (Qns) in both directions.

Southbound N and W trains are holding in stations in Queens.",NYCT Subway,07/09/2020 07:48:00 PM,"[""N"", ""Q"", ""R"", ""W""]","[""N"", ""Q"", ""R"", ""W""]","[""N"", ""Q"", ""R"", ""W""]",[],[],"[""BOTH_DIRECTIONS"", ""NORTHBOUND"", ""SOUTHBOUND""]","[""BOTH_DIRECTIONS"", ""NORTHBOUND"", ""SOUTHBOUND""]","[""BOTH_DIRECTIONS"", ""NORTHBOUND"", ""SOUTHBOUND""]",[],[],"[""N->NORTHBOUND"", ""N->SOUTHBOUND"", ""Q->NORTHBOUND"", ""R->NORTHBOUND"", ""W->NORTHBOUND"", ""W->SOUTHBOUND""]","[""D->NORTHBOUND"", ""F->BOTH_DIRECTIONS"", ""M->NORTHBOUND"", ""N->BOTH_DIRECTIONS"", ""N->NORTHBOUND"", ""N->SOUTHBOUND"", ""Q->BOTH_DIRECTIONS"", ""R->BOTH_DIRECTIONS"", ""R->NORTHBOUND"", ""W->BOTH_DIRECTIONS"", ""W->NORTHBOUND"", ""W->SOUTHBOUND""]","[""N->NORTHBOUND"", ""N->SOUTHBOUND"", ""R->NORTHBOUND"", ""W->NORTHBOUND"", ""W->SOUTHBOUND""]","[""Q->NORTHBOUND""]","[""D->NORTHBOUND"", ""F->BOTH_DIRECTIONS"", ""M->NORTHBOUND"", ""N->BOTH_DIRECTIONS"", ""Q->BOTH_DIRECTIONS"", ""R->BOTH_DIRECTIONS"", ""W->BOTH_DIRECTIONS""]",False,False,True
67342,"71 Av-bound M and R trains are delayed and/or rerouted while emergency teams respond to a person who was struck by a train at 46 St.

71 Av-bound M trains will end at Chambers St on the J line.

71 Av-bound R trains are running on the express track from Queens Plaza to Jackson Hts-Roosevelt Av.

For service to/from bypassed stations, use Brooklyn-bound R service.

Expect delays in Jamaica-bound E F service.",NYCT Subway,04/19/2021 07:33:00 PM,"[""E"", ""F"", ""M"", ""R""]","[""E"", ""F"", ""M"", ""R""]","[""E"", ""F"", ""M"", ""R""]",[],[],"[""BROOKLYN_BOUND"", ""PLACE_BOUND""]","[""BROOKLYN_BOUND"", ""PLACE_BOUND""]","[""BROOKLYN_BOUND"", ""PLACE_BOUND""]",[],[],"[""E->PLACE_BOUND"", ""F->PLACE_BOUND"", ""M->PLACE_BOUND"", ""R->BROOKLYN_BOUND"", ""R->PLACE_BOUND""]","[""E->PLACE_BOUND"", ""F->PLACE_BOUND"", ""J->PLACE_BOUND"", ""M->PLACE_BOUND"", ""R->BROOKLYN_BOUND"", ""R->PLACE_BOUND""]","[""E->PLACE_BOUND"", ""F->PLACE_BOUND"", ""M->PLACE_BOUND"", ""R->BROOKLYN_BOUND"", ""R->PLACE_BOUND""]",[],"[""J->PLACE_BOUND""]",False,False,True
83257,"There is no northbound F service at 57 St, Lexington Av/63 St, Roosevelt Island or 21 St-Queensbridge while we investigate what activated a train's brakes near 57 St.

Northbound F trains are running on the M line from 47-50 Sts-Rockefeller Ctr to Queens Plaza.

Expect longer waits for northbound F trains.

Alternatives
For service to 57 St, use nearby 5 Av/53 St (where rerouted F trains will stop). For service from that station, take a southbound F train to 47-50 Sts-Rockefeller Ctr.

For service to/from Lexington Av/63 St, take 6 trains between nearby Lexington Av/59 St and Lexington Av/53 St (where rerouted F trains will stop). A free transfer is available with your MetroCard.

For service to Roosevelt Island, take the Roosevelt Island Tram. Take 6 trains between nearby Lexington Av/59 St and Lexington Av/53 St (where rerouted F trains will stop). For service from that station, take a southbound F train to 47-50 Sts-Rockefeller Ctr.

For service to/from 21 St-Queensbridge, use nearby Queens Plaza, where rerouted F trains will stop.",NYCT Subway,07/30/2021 05:51:00 PM,"[""6"", ""F""]","[""6"", ""F""]","[""6"", ""F""]",[],[],"[""NORTHBOUND"", ""SOUTHBOUND""]","[""NORTHBOUND"", ""PLACE_BOUND"", ""SOUTHBOUND""]","[""NORTHBOUND"", ""SOUTHBOUND""]",[],"[""PLACE_BOUND""]","[""F->NORTHBOUND"", ""F->SOUTHBOUND""]","[""5->PLACE_BOUND"", ""6->PLACE_BOUND"", ""F->NORTHBOUND"", ""F->SOUTHBOUND"", ""M->NORTHBOUND"", ""ROOSEVELT_ISLAND_TRAM->PLACE_BOUND""]","[""F->NORTHBOUND"", ""F->SOUTHBOUND""]",[],"[""5->PLACE_BOUND"", ""6->PLACE_BOUND"", ""M->NORTHBOUND"", ""ROOSEVELT_ISLAND_TRAM->PLACE_BOUND""]",False,True,True
48501,"There are delays and reroutes to N and R service while we conduct urgent track inspections in the tunnel between Manhattan and Queens.

Northbound N trains are ending at 57 St-7 Av or 96 St on the Q line.  

Northbound R trains are running on the Q line from 57 St-7 Av to Lexington Av/63 St and then via the F line to 36 St.  

For service between Manhattan and Astoria, consider transferring to/from the 7 train at Times Sq-42 St and/or Queensboro Plaza.  

Expect extensive delays to N, Q, R, and F service in both directions.",NYCT Subway,01/03/2021 06:50:00 PM,"[""7"", ""F"", ""N"", ""Q"", ""R""]","[""7"", ""F"", ""N"", ""Q"", ""R""]","[""7"", ""F"", ""N"", ""Q"", ""R""]",[],[],"[""BOTH_DIRECTIONS"", ""NORTHBOUND""]","[""BOTH_DIRECTIONS"", ""NORTHBOUND"", ""PLACE_BOUND""]","[""BOTH_DIRECTIONS"", ""NORTHBOUND""]",[],"[""PLACE_BOUND""]","[""F->BOTH_DIRECTIONS"", ""F->NORTHBOUND"", ""N->BOTH_DIRECTIONS"", ""N->NORTHBOUND"", ""Q->BOTH_DIRECTIONS"", ""Q->NORTHBOUND"", ""R->BOTH_DIRECTIONS"", ""R->NORTHBOUND""]","[""7->PLACE_BOUND"", ""F->BOTH_DIRECTIONS"", ""N->BOTH_DIRECTIONS"", ""N->NORTHBOUND"", ""Q->BOTH_DIRECTIONS"", ""Q->NORTHBOUND"", ""R->BOTH_DIRECTIONS"", ""R->NORTHBOUND""]","[""F->BOTH_DIRECTIONS"", ""N->BOTH_DIRECTIONS"", ""N->NORTHBOUND"", ""Q->BOTH_DIRECTIONS"", ""Q->NORTHBOUND"", ""R->BOTH_DIRECTIONS"", ""R->NORTHBOUND""]","[""F->NORTHBOUND""]","[""7->PLACE_BOUND""]",False,True,True
106949,"C trains are delayed in both directions while FDNY responds to reports of smoke near 168 St.
The last stop on some northbound C trains will be 145 St.
For service between 145 St and 168 St, take the M3 bus.
Some southbound A D trains are running on the local track from 145 St to 59 St-Columbus Circle.
Take a 1 3 train for service on the westside of Manhattan.",NYCT Subway,11/28/2021 02:27:00 PM,"[""3"", ""A"", ""C"", ""D""]","[""3"", ""A"", ""C"", ""D""]","[""3"", ""A"", ""C"", ""D""]",[],[],"[""BOTH_DIRECTIONS"", ""NORTHBOUND"", ""SOUTHBOUND""]","[""BOTH_DIRECTIONS"", ""NORTHBOUND"", ""PLACE_BOUND"", ""SOUTHBOUND""]","[""BOTH_DIRECTIONS"", ""NORTHBOUND"", ""SOUTHBOUND""]",[],"[""PLACE_BOUND""]","[""A->SOUTHBOUND"", ""C->BOTH_DIRECTIONS"", ""C->NORTHBOUND"", ""D->SOUTHBOUND""]","[""1->PLACE_BOUND"", ""3->PLACE_BOUND"", ""A->SOUTHBOUND"", ""C->BOTH_DIRECTIONS"", ""C->NORTHBOUND"", ""C->SOUTHBOUND"", ""D->SOUTHBOUND"", ""M3->PLACE_BOUND""]","[""A->SOUTHBOUND"", ""C->BOTH_DIRECTIONS"", ""C->NORTHBOUND"", ""D->SOUTHBOUND""]",[],"[""1->PLACE_BOUND"", ""3->PLACE_BOUND"", ""C->SOUTHBOUND"", ""M3->PLACE_BOUND""]",False,True,True
256610,Broad St-bound J and Metropolitan Av-bound M trains are delayed while we investigate why a train's brakes were activated at Marcy Av.,NYCT Subway,09/29/2023 03:24:00 AM,"[""J"", ""M""]","[""J"", ""M""]","[""J"", ""M""]",[],[],"[""PLACE_BOUND""]","[""BROAD_ST_BOUND"", ""METROPOLITAN_AV_BOUND""]",[],"[""PLACE_BOUND""]","[""BROAD_ST_BOUND"", ""METROPOLITAN_AV_BOUND""]","[""J->PLACE_BOUND"", ""M->PLACE_BOUND""]","[""J->BROAD_ST_BOUND"", ""M->METROPOLITAN_AV_BOUND""]",[],"[""J->PLACE_BOUND"", ""M->PLACE_BOUND""]","[""J->BROAD_ST_BOUND"", ""M->METROPOLITAN_AV_BOUND""]",False,True,True
36326,"There are delays and/or reroutes in D service while we investigate why a train's brakes were activated at 36 St in Brooklyn.

Some northbound D trains are stopping along the N line from Coney Island-Stillwell Av to 36 St in Brooklyn.

Some northbound D trains will end at 2 Av on the F line.

Some southbound D trains will end at 59 St-Columbus Circle and return northbound for service.

Expect delays in northbound F and N service as they share the track with these rerouted trains.",NYCT Subway,10/19/2020 09:10:00 PM,"[""D"", ""F"", ""N""]","[""D"", ""F"", ""N""]","[""D"", ""F"", ""N""]",[],[],"[""NORTHBOUND"", ""SOUTHBOUND""]","[""NORTHBOUND"", ""PLACE_BOUND"", ""SOUTHBOUND""]","[""NORTHBOUND"", ""SOUTHBOUND""]",[],"[""PLACE_BOUND""]","[""D->NORTHBOUND"", ""D->SOUTHBOUND"", ""F->NORTHBOUND"", ""N->NORTHBOUND""]","[""D->NORTHBOUND"", ""D->PLACE_BOUND"", ""D->SOUTHBOUND"", ""F->NORTHBOUND"", ""N->NORTHBOUND""]","[""D->NORTHBOUND"", ""D->SOUTHBOUND"", ""F->NORTHBOUND"", ""N->NORTHBOUND""]",[],"[""D->PLACE_BOUND""]",False,True,True
45976,"Northbound F and G trains have resumed local service from Church Av to Smith-9 Sts after our crews made temporary repairs to a malfunctioning switch at Church Av.

Expect delays in both directions as service resumes. Some southbound trains may end at Smith-9 Sts and turn back northbound to reduce congestion at Church Av.",NYCT Subway,12/19/2020 02:21:00 PM,"[""F"", ""G""]","[""F"", ""G""]","[""F"", ""G""]",[],[],"[""BOTH_DIRECTIONS"", ""NORTHBOUND"", ""SOUTHBOUND""]","[""BOTH_DIRECTIONS"", ""NORTHBOUND"", ""SOUTHBOUND""]","[""BOTH_DIRECTIONS"", ""NORTHBOUND"", ""SOUTHBOUND""]",[],[],"[""F->NORTHBOUND"", ""G->NORTHBOUND""]","[""F->BOTH_DIRECTIONS"", ""F->NORTHBOUND"", ""F->SOUTHBOUND"", ""G->BOTH_DIRECTIONS"", ""G->NORTHBOUND"", ""G->SOUTHBOUND""]","[""F->NORTHBOUND"", ""G->NORTHBOUND""]",[],"[""F->BOTH_DIRECTIONS"", ""F->SOUTHBOUND"", ""G->BOTH_DIRECTIONS"", ""G->SOUTHBOUND""]",False,False,True
73996,"Expect longer waits for southbound 6 trains after we moved a train that had its brakes activated at Westchester Sq-E Tremont Av.
One southbound 6 train was sent express from 125 St to Brooklyn Bridge-City Hall.",NYCT Subway,05/26/2021 11:35:00 AM,"[""6""]","[""6""]","[""6""]",[],[],"[""SOUTHBOUND""]","[""PLACE_BOUND"", ""SOUTHBOUND""]","[""SOUTHBOUND""]",[],"[""PLACE_BOUND""]","[""6->SOUTHBOUND""]","[""6->PLACE_BOUND"", ""6->SOUTHBOUND""]","[""6->SOUTHBOUND""]",[],"[""6->PLACE_BOUND""]",False,True,True
52194,"J service is suspended in both directions between Broad St and Delancey St-Essex St while emergency crews respond to a person who was struck by a train at Bowery.

The last stop on all Broad St-bound J trains will be Delancey St-Essex St.

Expect delays J M service in both directions.

Alternatives

For service to/from Delancey St-Essex St, take F M trains to/from Broadway-Lafayette St for 6 service.

For service to/from Bowery, take D trains between nearby Grand St and Broadway-Lafayette St for 6 service. Or take 6 trains from nearby Canal St.

For service between Canal St and Chambers St, take 6 trains.

For service between Chambers St and Broad St, take 4 5 trains. Transfer between trains at Chambers St/Brooklyn Bridge-City Hall.",NYCT Subway,01/25/2021 03:32:00 PM,"[""5"", ""6"", ""J"", ""M""]","[""5"", ""6"", ""J"", ""M""]","[""5"", ""6"", ""J"", ""M""]",[],[],"[""BOTH_DIRECTIONS"", ""PLACE_BOUND""]","[""BOTH_DIRECTIONS"", ""BROAD_ST_BOUND"", ""PLACE_BOUND""]","[""BOTH_DIRECTIONS"", ""PLACE_BOUND""]",[],"[""BROAD_ST_BOUND""]","[""J->BOTH_DIRECTIONS"", ""J->PLACE_BOUND"", ""M->BOTH_DIRECTIONS""]","[""4->PLACE_BOUND"", ""5->PLACE_BOUND"", ""6->PLACE_BOUND"", ""D->PLACE_BOUND"", ""F->PLACE_BOUND"", ""J->BOTH_DIRECTIONS"", ""J->BROAD_ST_BOUND"", ""M->BOTH_DIRECTIONS"", ""M->PLACE_BOUND""]","[""J->BOTH_DIRECTIONS"", ""M->BOTH_DIRECTIONS""]","[""J->PLACE_BOUND""]","[""4->PLACE_BOUND"", ""5->PLACE_BOUND"", ""6->PLACE_BOUND"", ""D->PLACE_BOUND"", ""F->PLACE_BOUND"", ""J->BROAD_ST_BOUND"", ""M->PLACE_BOUND""]",False,True,True
50953,"Southbound C E M trains are running with delays because of a signal problem at 50 St.

Some southbound E trains will run on the F line from Jackson Hts-Roosevelt Av to W 4 St-Wash Sq to reduce congestion.

Some southbound M trains will run on the F line from 36 St to 47-50 Sts-Rockefeller Ctr.",NYCT Subway,01/18/2021 02:40:00 PM,"[""C"", ""E"", ""F"", ""M""]","[""C"", ""E"", ""M""]","[""C"", ""E"", ""M""]","[""F""]",[],"[""SOUTHBOUND""]","[""PLACE_BOUND"", ""SOUTHBOUND""]","[""SOUTHBOUND""]",[],"[""PLACE_BOUND""]","[""C->SOUTHBOUND"", ""E->SOUTHBOUND"", ""F->SOUTHBOUND"", ""M->SOUTHBOUND""]","[""C->SOUTHBOUND"", ""E->SOUTHBOUND"", ""F->SOUTHBOUND"", ""M->SOUTHBOUND""]","[""C->SOUTHBOUND"", ""E->SOUTHBOUND"", ""F->SOUTHBOUND"", ""M->SOUTHBOUND""]",[],[],True,True,False
68178,"There are delays and multiple impacts to 2 3 4 5 service while NYPD investigates after someone was struck by a train at 116 St.

2 Trains
Service is suspended in both directions between 149 St-Grand Concourse and Times Sq-42 St.

Service is running in two sections:
Between Wakefield-241 St and 149 St-Grand Concourse and via the 5 line to/from Grand Central-42 St
Between Flatbush Av-Brooklyn College and Times Sq-42 St
3 Trains
Service is suspended between 96 St and Harlem-148 St in both directions.

Northbound 3 trains are running on the 1 line from 96 St to 137 St-City College, the last stop.

4 Trains
Expect delays in southbound service.

5 Trains
Trains are only running between E 180 St and Eastchester-Dyre Av. Service is suspended Manhattan and the rest of the Bronx.

Alternatives
For 72 St and 96 St, take 3 trains.

For Central Park North (110 St), take M4 buses to/from Cathedral Pkwy (110 St) (1).

For 116 St, take M116 buses to/from 103 St (1) or 116 St (6)

For 125 St, take:
M60-SBS buses to/from 116 St (1) or 125 St (4 5 6)
Bx15 buses to/from 125 St (1) or 125 St (4 5 6)
M100 buses to/from 125 St (4 5 6)
For 135 St, take Bx33 buses to/from 138 St-Grand Concourse (2 4 5) or 135 St (A C).

For 145 St or Harlem-148 St, take Bx19 buses to/from 145 St (1) or 149 St-Grand Concourse (2 4 5) or 145 St (A C).

For service to/from stations along Lenox Av/Malcolm X Blvd, also consider taking M7 and M102 buses.",NYCT Subway,04/24/2021 11:24:00 AM,"[""1"", ""2"", ""3"", ""4"", ""5"", ""Bx15"", ""Bx19"", ""Bx33"", ""M100"", ""M102"", ""M116"", ""M4"", ""M60-SBS"", ""M7""]","[""1"", ""2"", ""3"", ""4"", ""5""]","[""1"", ""2"", ""3"", ""4"", ""5""]","[""Bx15"", ""Bx19"", ""Bx33"", ""M100"", ""M102"", ""M116"", ""M4"", ""M60-SBS"", ""M7""]",[],"[""BOTH_DIRECTIONS"", ""NORTHBOUND""]","[""BOTH_DIRECTIONS"", ""NORTHBOUND"", ""PLACE_BOUND"", ""SOUTHBOUND""]","[""BOTH_DIRECTIONS"", ""NORTHBOUND""]",[],"[""PLACE_BOUND"", ""SOUTHBOUND""]","[""1->NORTHBOUND"", ""2->BOTH_DIRECTIONS"", ""3->BOTH_DIRECTIONS"", ""4->BOTH_DIRECTIONS"", ""5->BOTH_DIRECTIONS"", ""Bx15->BOTH_DIRECTIONS"", ""Bx19->BOTH_DIRECTIONS"", ""Bx33->BOTH_DIRECTIONS"", ""M100->BOTH_DIRECTIONS"", ""M102->BOTH_DIRECTIONS"", ""M116->BOTH_DIRECTIONS"", ""M4->BOTH_DIRECTIONS"", ""M60-SBS->BOTH_DIRECTIONS"", ""M7->BOTH_DIRECTIONS""]","[""1->NORTHBOUND"", ""2->BOTH_DIRECTIONS"", ""2->PLACE_BOUND"", ""3->BOTH_DIRECTIONS"", ""3->NORTHBOUND"", ""3->PLACE_BOUND"", ""4->BOTH_DIRECTIONS"", ""4->SOUTHBOUND"", ""5->BOTH_DIRECTIONS"", ""5->PLACE_BOUND"", ""A->PLACE_BOUND"", ""Bx15->PLACE_BOUND"", ""Bx19->PLACE_BOUND"", ""Bx33->PLACE_BOUND"", ""C->PLACE_BOUND"", ""M100->PLACE_BOUND"", ""M102->PLACE_BOUND"", ""M116->PLACE_BOUND"", ""M4->PLACE_BOUND"", ""M60_SBS->PLACE_BOUND"", ""M7->PLACE_BOUND""]","[""1->NORTHBOUND"", ""2->BOTH_DIRECTIONS"", ""3->BOTH_DIRECTIONS"", ""4->BOTH_DIRECTIONS"", ""5->BOTH_DIRECTIONS""]","[""Bx15->BOTH_DIRECTIONS"", ""Bx19->BOTH_DIRECTIONS"", ""Bx33->BOTH_DIRECTIONS"", ""M100->BOTH_DIRECTIONS"", ""M102->BOTH_DIRECTIONS"", ""M116->BOTH_DIRECTIONS"", ""M4->BOTH_DIRECTIONS"", ""M60-SBS->BOTH_DIRECTIONS"", ""M7->BOTH_DIRECTIONS""]","[""2->PLACE_BOUND"", ""3->NORTHBOUND"", ""3->PLACE_BOUND"", ""4->SOUTHBOUND"", ""5->PLACE_BOUND"", ""A->PLACE_BOUND"", ""Bx15->PLACE_BOUND"", ""Bx19->PLACE_BOUND"", ""Bx33->PLACE_BOUND"", ""C->PLACE_BOUND"", ""M100->PLACE_BOUND"", ""M102->PLACE_BOUND"", ""M116->PLACE_BOUND"", ""M4->PLACE_BOUND"", ""M60_SBS->PLACE_BOUND"", ""M7->PLACE_BOUND""]",True,True,True
86707,"The N R W lines are significantly rerouted or delayed between Manhattan and Queens while our crews work to correct a switch problem near Queens Plaza. Consider taking nearby subway line alternatives, if possible.
W service is suspended.
Northbound R trains are running on the Q line from 57 St-7 Av to Lexington Av-63 St and along the F line to 21 St-Queensbridge.
Some R trains will run on the B line from DeKalb Av to 47 St-Rockefeller Ctr and along the F line to 21 St-Queensbridge.
Some R trains will run on the N line to Astoria Ditmars Blvd.
Some northbound N trains will run on the Q line from 57 St-7 Av to 96 St.
Some northbound F trains are running on the G line from Bergen St to Court Sq.
Some northbound Q trains are running on the B line from DeKalb Av to 47 St St-Rockefeller Ctr and along the F line to Lexington Av-63 St.
Expect delays in B D E F G M Q service as they share a track with rerouted trains.
For service to/from bypassed stations, take a southbound local train.",NYCT Subway,08/26/2021 10:31:00 PM,"[""B"", ""D"", ""E"", ""F"", ""G"", ""M"", ""N"", ""Q"", ""R"", ""W""]","[""B"", ""D"", ""E"", ""F"", ""G"", ""M"", ""N"", ""Q"", ""R"", ""W""]","[""B"", ""D"", ""E"", ""F"", ""G"", ""M"", ""N"", ""Q"", ""R"", ""W""]",[],[],"[""NORTHBOUND"", ""SOUTHBOUND""]","[""NORTHBOUND"", ""PLACE_BOUND"", ""SOUTHBOUND""]","[""NORTHBOUND"", ""SOUTHBOUND""]",[],"[""PLACE_BOUND""]","[""B->NORTHBOUND"", ""B->SOUTHBOUND"", ""D->SOUTHBOUND"", ""E->SOUTHBOUND"", ""F->NORTHBOUND"", ""F->SOUTHBOUND"", ""G->NORTHBOUND"", ""G->SOUTHBOUND"", ""M->SOUTHBOUND"", ""N->NORTHBOUND"", ""Q->NORTHBOUND"", ""Q->SOUTHBOUND"", ""R->NORTHBOUND"", ""W->NORTHBOUND""]","[""A->PLACE_BOUND"", ""B->PLACE_BOUND"", ""D->PLACE_BOUND"", ""E->PLACE_BOUND"", ""F->NORTHBOUND"", ""G->PLACE_BOUND"", ""M->PLACE_BOUND"", ""N->BOTH_DIRECTIONS"", ""Q->NORTHBOUND"", ""R->BOTH_DIRECTIONS"", ""R->NORTHBOUND"", ""R->SOUTHBOUND"", ""W->BOTH_DIRECTIONS""]","[""F->NORTHBOUND"", ""Q->NORTHBOUND"", ""R->NORTHBOUND""]","[""B->NORTHBOUND"", ""B->SOUTHBOUND"", ""D->SOUTHBOUND"", ""E->SOUTHBOUND"", ""F->SOUTHBOUND"", ""G->NORTHBOUND"", ""G->SOUTHBOUND"", ""M->SOUTHBOUND"", ""N->NORTHBOUND"", ""Q->SOUTHBOUND"", ""W->NORTHBOUND""]","[""A->PLACE_BOUND"", ""B->PLACE_BOUND"", ""D->PLACE_BOUND"", ""E->PLACE_BOUND"", ""G->PLACE_BOUND"", ""M->PLACE_BOUND"", ""N->BOTH_DIRECTIONS"", ""R->BOTH_DIRECTIONS"", ""R->SOUTHBOUND"", ""W->BOTH_DIRECTIONS""]",False,True,True
42632,"34 St-Hudson Yards-bound 7 trains are running on the express track from Flushing-Main St to Mets-Willets Point while we perform track maintenance at Hunters Point Av.
Customers can board Manhattan-bound trains on the Flushing-Main St-bound platform.",NYCT Subway,12/01/2020 03:50:00 PM,"[""7""]","[""7""]","[""7""]",[],[],"[""MANHATTAN_BOUND"", ""PLACE_BOUND""]","[""34_ST_HUDSON_YARDS_BOUND"", ""FLUSHING_MAIN_ST_BOUND"", ""MANHATTAN_BOUND""]","[""MANHATTAN_BOUND""]","[""PLACE_BOUND""]","[""34_ST_HUDSON_YARDS_BOUND"", ""FLUSHING_MAIN_ST_BOUND""]","[""7->MANHATTAN_BOUND"", ""7->PLACE_BOUND""]","[""7->34_ST_HUDSON_YARDS_BOUND"", ""7->FLUSHING_MAIN_ST_BOUND"", ""7->MANHATTAN_BOUND""]","[""7->MANHATTAN_BOUND""]","[""7->PLACE_BOUND""]","[""7->34_ST_HUDSON_YARDS_BOUND"", ""7->FLUSHING_MAIN_ST_BOUND""]",False,True,True
21766,"There is no 4 train service between 149 St - Grand Concourse and Woodlawn while NYPD attempts to remove an unauthorized person on the tracks at 161 St - Yankee Stadium.

Northbound 4 trains will end at Atlantic Av - Barclays Ctr, Wall St, 86 St or 125 St for southbound service.

Some northbound 4 and 5 trains are running local from Brooklyn Bridge - City Hall to 125 St.

Northbound 5 trains are stopping along the 2 line from Nevins St to 149 St - Grand Concourse.

Expect delays in 2, 3, 4, 5 and 6 train service in both directions. 

As an alternative, consider using B or D service.",NYCT Subway,08/05/2020 11:37:00 PM,"[""2"", ""3"", ""4"", ""5"", ""6"", ""B"", ""D""]","[""2"", ""3"", ""4"", ""5"", ""6""]","[""2"", ""3"", ""4"", ""5"", ""6""]","[""B"", ""D""]",[],"[""BOTH_DIRECTIONS"", ""NORTHBOUND"", ""SOUTHBOUND""]","[""BOTH_DIRECTIONS"", ""NORTHBOUND"", ""PLACE_BOUND"", ""SOUTHBOUND""]","[""BOTH_DIRECTIONS"", ""NORTHBOUND"", ""SOUTHBOUND""]",[],"[""PLACE_BOUND""]","[""2->BOTH_DIRECTIONS"", ""3->BOTH_DIRECTIONS"", ""4->NORTHBOUND"", ""4->SOUTHBOUND"", ""5->BOTH_DIRECTIONS"", ""5->NORTHBOUND"", ""6->BOTH_DIRECTIONS"", ""B->BOTH_DIRECTIONS"", ""D->BOTH_DIRECTIONS""]","[""2->BOTH_DIRECTIONS"", ""2->NORTHBOUND"", ""3->BOTH_DIRECTIONS"", ""4->BOTH_DIRECTIONS"", ""4->NORTHBOUND"", ""4->SOUTHBOUND"", ""5->BOTH_DIRECTIONS"", ""5->NORTHBOUND"", ""6->BOTH_DIRECTIONS"", ""B->PLACE_BOUND"", ""D->PLACE_BOUND""]","[""2->BOTH_DIRECTIONS"", ""3->BOTH_DIRECTIONS"", ""4->NORTHBOUND"", ""4->SOUTHBOUND"", ""5->BOTH_DIRECTIONS"", ""5->NORTHBOUND"", ""6->BOTH_DIRECTIONS""]","[""B->BOTH_DIRECTIONS"", ""D->BOTH_DIRECTIONS""]","[""2->NORTHBOUND"", ""4->BOTH_DIRECTIONS"", ""B->PLACE_BOUND"", ""D->PLACE_BOUND""]",True,True,True
12155,"There are multiple impacts and delays in N and R train service while our crew works to move a work train in the tunnel between Manhattan and Queens. 

There is no N train service between Lexington Av/59 St and Queensboro Plaza. 

Southbound N trains are running between Astoria - Ditmars Blvd and Queensboro Plaza. Northbound N trains will end at Times Sq - 42 St or Lexington Av/59 St.

Southbound R trains are running on the F and M line between 36 St and DeKalb Av. 

For alternate service to Manhattan, consider taking the Q69 or Q100 bus to the 7 train, the Q102 to the F train or the Q101 bus.",NYCT Subway,06/24/2020 10:51:00 AM,"[""7"", ""F"", ""M"", ""N"", ""Q100"", ""Q101"", ""Q102"", ""Q69"", ""R""]","[""7"", ""N"", ""R""]","[""7"", ""N"", ""R""]","[""F"", ""M"", ""Q100"", ""Q101"", ""Q102"", ""Q69""]",[],"[""NORTHBOUND"", ""SOUTHBOUND""]","[""BOTH_DIRECTIONS"", ""NORTHBOUND"", ""PLACE_BOUND"", ""SOUTHBOUND""]","[""NORTHBOUND"", ""SOUTHBOUND""]",[],"[""BOTH_DIRECTIONS"", ""PLACE_BOUND""]","[""7->SOUTHBOUND"", ""F->SOUTHBOUND"", ""M->SOUTHBOUND"", ""N->NORTHBOUND"", ""N->SOUTHBOUND"", ""Q100->SOUTHBOUND"", ""Q101->SOUTHBOUND"", ""Q102->SOUTHBOUND"", ""Q69->SOUTHBOUND"", ""R->SOUTHBOUND""]","[""7->PLACE_BOUND"", ""F->SOUTHBOUND"", ""M->SOUTHBOUND"", ""N->BOTH_DIRECTIONS"", ""N->NORTHBOUND"", ""N->SOUTHBOUND"", ""Q100->PLACE_BOUND"", ""Q101->PLACE_BOUND"", ""Q102->PLACE_BOUND"", ""Q69->PLACE_BOUND"", ""R->BOTH_DIRECTIONS"", ""R->SOUTHBOUND""]","[""F->SOUTHBOUND"", ""M->SOUTHBOUND"", ""N->NORTHBOUND"", ""N->SOUTHBOUND"", ""R->SOUTHBOUND""]","[""7->SOUTHBOUND"", ""Q100->SOUTHBOUND"", ""Q101->SOUTHBOUND"", ""Q102->SOUTHBOUND"", ""Q69->SOUTHBOUND""]","[""7->PLACE_BOUND"", ""N->BOTH_DIRECTIONS"", ""Q100->PLACE_BOUND"", ""Q101->PLACE_BOUND"", ""Q102->PLACE_BOUND"", ""Q69->PLACE_BOUND"", ""R->BOTH_DIRECTIONS""]",True,True,True
